L   1	[{"item":2,"quantity":15}]
L11581	[{"item": 27, "quantity": 60}, {"item": 25, "quantity": 72}]
L11582	[{"item": 25, "quantity": 50}]
L11583	[{"item": 22, "quantity": 2}]
L11586	[{"item": 32, "quantity": 33}, {"item": 25, "quantity": 70}]
L11589	[{"item": 17, "quantity": 94}, {"item": 28, "quantity": 51}]
L11591	[{"item": 17, "quantity": 97}]
L11593	[{"item": 33, "quantity": 76}, {"item": 25, "quantity": 18}]
L11594	[{"item": 35, "quantity": 108}]
L11597	[{"item": 32, "quantity": 18}, {"item": 17, "quantity": 32}, {"item": 25, "quantity": 40}]
L11599	[{"item": 25, "quantity": 84}, {"item": 19, "quantity": 25}]
L11600	[{"item": 25, "quantity": 30}]
L11603	[{"item": 24, "quantity": 6}]
L11606	[{"item": 34, "quantity": 5}]
L11608	[{"item": 29, "quantity": 60}, {"item": 32, "quantity": 90}]
L11610	[{"item": 25, "quantity": 78}]
L11613	[{"item": 5, "quantity": 100}, {"item": 3, "quantity": 100}, {"item": 4, "quantity": 100}]
L11614	[{"item": 21, "quantity": 5}]
L11617	[{"item": 17, "quantity": 144}, {"item": 35, "quantity": 9}]
L11620	[{"item": 19, "quantity": 39}, {"item": 25, "quantity": 36}, {"item": 33, "quantity": 80}]
L11622	[{"item": 17, "quantity": 30}, {"item": 25, "quantity": 110}]
L11623	[{"item": 17, "quantity": 52}]
L11628	[{"item": 22, "quantity": 1}, {"item": 3, "quantity": 40}, {"item": 2, "quantity": 40}]
L11629	[{"item": 27, "quantity": 45}, {"item": 25, "quantity": 60}]
L11630	[{"item": 32, "quantity": 114}]
L11632	[{"item": 19, "quantity": 27}, {"item": 32, "quantity": 40}]
L11634	[{"item": 17, "quantity": 90}, {"item": 3, "quantity": 100}, {"item": 32, "quantity": 40}]
L11636	[{"item": 22, "quantity": 1}, {"item": 26, "quantity": 30}]
L11637	[{"item": 35, "quantity": 28}, {"item": 37, "quantity": 7}, {"item": 2, "quantity": 50}]
L11639	[{"item": 5, "quantity": 70}, {"item": 2, "quantity": 70}]
L11640	[{"item": 25, "quantity": 91}]
L11641	[{"item": 7, "quantity": 20}]
L11642	[{"item": 31, "quantity": 150}, {"item": 2, "quantity": 120}]
L11643	[{"item": 25, "quantity": 84}]
L11648	[{"item": 27, "quantity": 9}]
L11650	[{"item": 32, "quantity": 50}, {"item": 19, "quantity": 45}]
L11652	[{"item": 17, "quantity": 115}]
L11653	[{"item": 25, "quantity": 100}, {"item": 17, "quantity": 92}]
L11657	[{"item": 19, "quantity": 75}, {"item": 24, "quantity": 2}]
L11659	[{"item": 38, "quantity": 5}, {"item": 26, "quantity": 21}]
L11661	[{"item": 17, "quantity": 96}]
L11666	[{"item": 17, "quantity": 111}, {"item": 19, "quantity": 12}]
L11667	[{"item": 25, "quantity": 74}, {"item": 19, "quantity": 54}, {"item": 24, "quantity": 1}]
L11668	[{"item": 25, "quantity": 42}, {"item": 24, "quantity": 6}]
L11673	[{"item": 25, "quantity": 105}]
L11677	[{"item": 17, "quantity": 16}, {"item": 25, "quantity": 90}]
L11679	[{"item": 5, "quantity": 7}, {"item": 2, "quantity": 12}, {"item": 6, "quantity": 10}]
L11681	[{"item": 35, "quantity": 60}, {"item": 26, "quantity": 48}]
L11682	[{"item": 25, "quantity": 89}, {"item": 38, "quantity": 6}]
L11684	[{"item": 27, "quantity": 142}]
L11687	[{"item": 17, "quantity": 82}, {"item": 29, "quantity": 48}]
L11689	[{"item": 36, "quantity": 11}, {"item": 29, "quantity": 111}]
L11691	[{"item": 29, "quantity": 40}, {"item": 25, "quantity": 60}]
L11692	[{"item": 38, "quantity": 4}, {"item": 25, "quantity": 85}]
L11693	[{"item": 31, "quantity": 77}]
L11696	[{"item": 17, "quantity": 60}]
L11697	[{"item": 25, "quantity": 60}]
L11698	[{"item": 25, "quantity": 100}]
L11699	[{"item": 30, "quantity": 1}, {"item": 32, "quantity": 26}]
L11700	[{"item": 2, "quantity": 160}, {"item": 3, "quantity": 160}, {"item": 5, "quantity": 160}]
L11702	[{"item": 25, "quantity": 29}, {"item": 19, "quantity": 49}]
L11703	[{"item": 25, "quantity": 85}, {"item": 18, "quantity": 4}]
L11704	[{"item": 25, "quantity": 76}]
L11705	[{"item": 25, "quantity": 5}, {"item": 29, "quantity": 28}, {"item": 34, "quantity": 5}]
L11706	[{"item": 19, "quantity": 35}, {"item": 25, "quantity": 136}]
L11707	[{"item": 17, "quantity": 90}]
L11710	[{"item": 25, "quantity": 106}, {"item": 32, "quantity": 60}, {"item": 24, "quantity": 5}]
L11711	[{"item": 24, "quantity": 6}]
L11713	[{"item": 17, "quantity": 108}]
L11716	[{"item": 25, "quantity": 150}]
L11718	[{"item": 17, "quantity": 124}]
L11719	[{"item": 17, "quantity": 81}, {"item": 19, "quantity": 20}, {"item": 21, "quantity": 20}]
L11721	[{"item": 25, "quantity": 58}]
L11722	[{"item": 36, "quantity": 15}, {"item": 17, "quantity": 115}]
L11724	[{"item": 19, "quantity": 21}, {"item": 37, "quantity": 8}]
L11726	[{"item": 32, "quantity": 70}]
L11727	[{"item": 26, "quantity": 27}]
L11728	[{"item": 17, "quantity": 72}]
L11730	[{"item": 32, "quantity": 24}]
L11731	[{"item": 29, "quantity": 175}]
L11732	[{"item": 17, "quantity": 20}, {"item": 4, "quantity": 12}]
L11733	[{"item": 17, "quantity": 67}]
L11734	[{"item": 32, "quantity": 153}, {"item": 29, "quantity": 135}]
L11736	[{"item": 32, "quantity": 40}, {"item": 17, "quantity": 60}, {"item": 28, "quantity": 48}]
L11740	[{"item": 36, "quantity": 5}, {"item": 17, "quantity": 100}]
L11741	[{"item": 22, "quantity": 2}]
L11743	[{"item": 25, "quantity": 170}]
L11745	[{"item": 27, "quantity": 110}]
L11746	[{"item": 17, "quantity": 148}]
L11750	[{"item": 22, "quantity": 3}]
L11752	[{"item": 17, "quantity": 85}, {"item": 29, "quantity": 95}]
L11756	[{"item": 25, "quantity": 100}]
L11757	[{"item": 17, "quantity": 59}]
L11758	[{"item": 19, "quantity": 10}, {"item": 17, "quantity": 65}]
L11759	[{"item": 32, "quantity": 52}]
L11761	[{"item": 25, "quantity": 70}]
L11762	[{"item": 25, "quantity": 33}]
L11766	[{"item": 25, "quantity": 111}]
L11768	[{"item": 32, "quantity": 92}]
L11770	[{"item": 25, "quantity": 75}]
L11771	[{"item": 25, "quantity": 66}]
L11773	[{"item": 32, "quantity": 36}, {"item": 19, "quantity": 23}, {"item": 17, "quantity": 49}]
L11775	[{"item": 26, "quantity": 40}, {"item": 19, "quantity": 22}]
L11776	[{"item": 25, "quantity": 100}]
L11777	[{"item": 17, "quantity": 95}]
L11780	[{"item": 25, "quantity": 73}]
L11785	[{"item": 17, "quantity": 40}]
L11786	[{"item": 25, "quantity": 108}]
L11787	[{"item": 31, "quantity": 90}, {"item": 3, "quantity": 50}, {"item": 17, "quantity": 36}]
L11790	[{"item": 28, "quantity": 120}]
L11791	[{"item": 32, "quantity": 65}, {"item": 8, "quantity": 25}]
L11793	[{"item": 29, "quantity": 56}]
L11795	[{"item": 17, "quantity": 74}]
L11796	[{"item": 17, "quantity": 104}, {"item": 24, "quantity": 2}]
L11798	[{"item": 31, "quantity": 48}]
L11800	[{"item": 24, "quantity": 3}, {"item": 17, "quantity": 87}]
L11801	[{"item": 32, "quantity": 30}]
L11803	[{"item": 17, "quantity": 80}, {"item": 3, "quantity": 40}, {"item": 2, "quantity": 35}]
L11804	[{"item": 16, "quantity": 10}]
L11806	[{"item": 32, "quantity": 92}, {"item": 25, "quantity": 77}]
L11807	[{"item": 17, "quantity": 10}, {"item": 32, "quantity": 40}]
L11810	[{"item": 32, "quantity": 26}]
L11812	[{"item": 22, "quantity": 2}, {"item": 25, "quantity": 57}, {"item": 17, "quantity": 135}]
L11814	[{"item": 25, "quantity": 132}, {"item": 19, "quantity": 40}]
L11815	[{"item": 22, "quantity": 2}, {"item": 24, "quantity": 12}]
L11817	[{"item": 19, "quantity": 50}, {"item": 31, "quantity": 18}, {"item": 37, "quantity": 2}]
L11820	[{"item": 25, "quantity": 100}, {"item": 31, "quantity": 42}]
L11821	[{"item": 17, "quantity": 130}]
L11827	[{"item": 17, "quantity": 100}]
L11828	[{"item": 32, "quantity": 5}]
L11829	[{"item": 28, "quantity": 62}]
L11830	[{"item": 25, "quantity": 142}, {"item": 28, "quantity": 54}]
L11835	[{"item": 35, "quantity": 12}]
L11838	[{"item": 33, "quantity": 80}, {"item": 17, "quantity": 25}]
L11839	[{"item": 19, "quantity": 18}, {"item": 17, "quantity": 28}]
L11840	[{"item": 3, "quantity": 50}]
L11842	[{"item": 24, "quantity": 4}, {"item": 17, "quantity": 74}, {"item": 19, "quantity": 26}]
L11844	[{"item": 25, "quantity": 55}]
L11845	[{"item": 17, "quantity": 29}, {"item": 25, "quantity": 67}]
L11848	[{"item": 22, "quantity": 2}, {"item": 17, "quantity": 28}]
L11850	[{"item": 25, "quantity": 110}, {"item": 19, "quantity": 30}]
L11852	[{"item": 25, "quantity": 60}, {"item": 2, "quantity": 25}, {"item": 6, "quantity": 25}]
L11854	[{"item": 25, "quantity": 110}]
L11858	[{"item": 25, "quantity": 120}]
L11860	[{"item": 3, "quantity": 40}]
L11862	[{"item": 25, "quantity": 80}]
L11863	[{"item": 19, "quantity": 10}, {"item": 32, "quantity": 74}]
L11864	[{"item": 32, "quantity": 28}, {"item": 17, "quantity": 48}]
L11866	[{"item": 19, "quantity": 40}]
L11867	[{"item": 32, "quantity": 73}, {"item": 25, "quantity": 45}]
L11868	[{"item": 17, "quantity": 112}, {"item": 32, "quantity": 38}]
L11870	[{"item": 17, "quantity": 60}, {"item": 26, "quantity": 30}]
L11873	[{"item": 35, "quantity": 6}]
L11875	[{"item": 25, "quantity": 98}, {"item": 29, "quantity": 90}]
L11877	[{"item": 17, "quantity": 16}, {"item": 25, "quantity": 38}]
L11878	[{"item": 32, "quantity": 32}, {"item": 26, "quantity": 60}]
L11879	[{"item": 29, "quantity": 39}, {"item": 17, "quantity": 45}]
L11881	[{"item": 17, "quantity": 104}, {"item": 16, "quantity": 10}]
L11882	[{"item": 25, "quantity": 106}, {"item": 32, "quantity": 46}]
L11883	[{"item": 25, "quantity": 160}]
L11885	[{"item": 28, "quantity": 80}, {"item": 17, "quantity": 112}]
L11886	[{"item": 25, "quantity": 141}]
L11889	[{"item": 17, "quantity": 53}]
L11890	[{"item": 25, "quantity": 117}, {"item": 29, "quantity": 48}]
L11893	[{"item": 32, "quantity": 58}, {"item": 38, "quantity": 6}]
L11894	[{"item": 17, "quantity": 63}, {"item": 24, "quantity": 5}]
L11897	[{"item": 32, "quantity": 124}]
L11901	[{"item": 22, "quantity": 2}, {"item": 32, "quantity": 90}]
L11904	[{"item": 24, "quantity": 4}, {"item": 17, "quantity": 68}]
L11906	[{"item": 25, "quantity": 115}, {"item": 19, "quantity": 20}]
L11908	[{"item": 32, "quantity": 106}, {"item": 25, "quantity": 130}]
L11910	[{"item": 25, "quantity": 46}]
L11911	[{"item": 17, "quantity": 57}, {"item": 25, "quantity": 130}]
L11912	[{"item": 31, "quantity": 72}, {"item": 26, "quantity": 30}]
L11915	[{"item": 25, "quantity": 63}, {"item": 21, "quantity": 20}]
L11916	[{"item": 32, "quantity": 60}, {"item": 19, "quantity": 25}]
L11918	[{"item": 1, "quantity": 20}]
L11919	[{"item": 25, "quantity": 98}]
L11922	[{"item": 32, "quantity": 97}, {"item": 33, "quantity": 48}]
L11923	[{"item": 29, "quantity": 90}, {"item": 17, "quantity": 54}]
L11926	[{"item": 17, "quantity": 62}, {"item": 19, "quantity": 27}]
L11929	[{"item": 25, "quantity": 91}, {"item": 28, "quantity": 36}]
L11930	[{"item": 25, "quantity": 31}]
L11932	[{"item": 17, "quantity": 90}, {"item": 25, "quantity": 48}]
L11934	[{"item": 32, "quantity": 112}, {"item": 19, "quantity": 10}, {"item": 26, "quantity": 42}]
L11935	[{"item": 25, "quantity": 90}, {"item": 17, "quantity": 41}]
L11938	[{"item": 25, "quantity": 80}, {"item": 32, "quantity": 62}]
L11939	[{"item": 19, "quantity": 25}, {"item": 17, "quantity": 77}]
L11940	[{"item": 25, "quantity": 110}, {"item": 29, "quantity": 65}]
L11942	[{"item": 25, "quantity": 115}, {"item": 18, "quantity": 9}]
L11944	[{"item": 17, "quantity": 150}, {"item": 24, "quantity": 3}]
L11947	[{"item": 25, "quantity": 72}, {"item": 24, "quantity": 2}]
L11951	[{"item": 25, "quantity": 101}]
L11952	[{"item": 25, "quantity": 63}, {"item": 19, "quantity": 10}]
L11953	[{"item": 25, "quantity": 146}, {"item": 32, "quantity": 27}]
L11954	[{"item": 32, "quantity": 68}]
L11956	[{"item": 25, "quantity": 61}, {"item": 17, "quantity": 60}]
L11957	[{"item": 32, "quantity": 124}]
L11962	[{"item": 17, "quantity": 120}]
L11963	[{"item": 19, "quantity": 1}]
L11964	[{"item": 25, "quantity": 90}]
L11965	[{"item": 25, "quantity": 70}, {"item": 29, "quantity": 103}]
L11970	[{"item": 3, "quantity": 80}]
L11973	[{"item": 35, "quantity": 10}, {"item": 3, "quantity": 30}]
L11974	[{"item": 17, "quantity": 102}]
L11976	[{"item": 25, "quantity": 85}, {"item": 32, "quantity": 48}]
L11977	[{"item": 29, "quantity": 45}]
L11979	[{"item": 25, "quantity": 55}, {"item": 29, "quantity": 65}, {"item": 17, "quantity": 10}]
L11982	[{"item": 29, "quantity": 60}, {"item": 17, "quantity": 50}, {"item": 32, "quantity": 90}]
L11984	[{"item": 17, "quantity": 50}, {"item": 25, "quantity": 42}]
L11986	[{"item": 17, "quantity": 69}, {"item": 33, "quantity": 131}]
L11987	[{"item": 17, "quantity": 109}]
L11989	[{"item": 17, "quantity": 110}, {"item": 32, "quantity": 20}]
L11991	[{"item": 24, "quantity": 3}]
L11994	[{"item": 31, "quantity": 175}]
L11996	[{"item": 25, "quantity": 30}]
L11997	[{"item": 8, "quantity": 40}, {"item": 9, "quantity": 2}]
L11998	[{"item": 25, "quantity": 61}]
L12001	[{"item": 27, "quantity": 86}, {"item": 29, "quantity": 126}]
L12004	[{"item": 17, "quantity": 113}]
L12005	[{"item": 32, "quantity": 35}, {"item": 6, "quantity": 20}]
L12006	[{"item": 26, "quantity": 40}, {"item": 25, "quantity": 85}]
L12007	[{"item": 25, "quantity": 133}, {"item": 32, "quantity": 36}]
L12011	[{"item": 17, "quantity": 54}, {"item": 19, "quantity": 15}]
L12014	[{"item": 21, "quantity": 8}, {"item": 24, "quantity": 2}]
L12016	[{"item": 17, "quantity": 69}, {"item": 29, "quantity": 87}]
L12017	[{"item": 32, "quantity": 34}, {"item": 4, "quantity": 34}]
L12020	[{"item": 17, "quantity": 66}, {"item": 25, "quantity": 64}]
L12021	[{"item": 4, "quantity": 10}, {"item": 5, "quantity": 10}]
L12026	[{"item": 17, "quantity": 55}, {"item": 26, "quantity": 27}]
L12027	[{"item": 19, "quantity": 50}, {"item": 17, "quantity": 87}, {"item": 24, "quantity": 2}]
L12028	[{"item": 25, "quantity": 74}, {"item": 19, "quantity": 26}]
L12031	[{"item": 17, "quantity": 134}]
L12034	[{"item": 25, "quantity": 78}, {"item": 19, "quantity": 2}]
L12036	[{"item": 25, "quantity": 97}]
L12039	[{"item": 17, "quantity": 33}, {"item": 26, "quantity": 65}]
L12040	[{"item": 24, "quantity": 4}, {"item": 17, "quantity": 130}]
L12042	[{"item": 29, "quantity": 100}]
L12045	[{"item": 17, "quantity": 78}, {"item": 19, "quantity": 20}]
L12046	[{"item": 25, "quantity": 78}, {"item": 17, "quantity": 32}]
L12049	[{"item": 17, "quantity": 98}, {"item": 24, "quantity": 2}, {"item": 29, "quantity": 68}]
L12051	[{"item": 25, "quantity": 58}]
L12054	[{"item": 25, "quantity": 120}, {"item": 2, "quantity": 130}, {"item": 17, "quantity": 45}]
L12056	[{"item": 17, "quantity": 38}, {"item": 25, "quantity": 48}]
L12057	[{"item": 1, "quantity": 20}]
L12058	[{"item": 29, "quantity": 97}, {"item": 17, "quantity": 78}]
L12061	[{"item": 25, "quantity": 40}, {"item": 26, "quantity": 40}, {"item": 29, "quantity": 60}]
L12064	[{"item": 25, "quantity": 67}, {"item": 24, "quantity": 2}]
L12065	[{"item": 1, "quantity": 14}]
L12066	[{"item": 32, "quantity": 108}, {"item": 19, "quantity": 20}, {"item": 31, "quantity": 80}]
L12069	[{"item": 25, "quantity": 110}]
L12071	[{"item": 25, "quantity": 45}, {"item": 19, "quantity": 9}]
L12073	[{"item": 19, "quantity": 10}, {"item": 25, "quantity": 100}, {"item": 17, "quantity": 46}]
L12075	[{"item": 19, "quantity": 10}, {"item": 17, "quantity": 73}]
L12076	[{"item": 25, "quantity": 95}]
L12078	[{"item": 17, "quantity": 99}]
L12080	[{"item": 25, "quantity": 52}, {"item": 17, "quantity": 42}]
L12082	[{"item": 25, "quantity": 74}, {"item": 24, "quantity": 6}]
L12085	[{"item": 25, "quantity": 138}, {"item": 19, "quantity": 30}]
L12087	[{"item": 17, "quantity": 40}, {"item": 32, "quantity": 27}]
L12089	[{"item": 22, "quantity": 4}, {"item": 21, "quantity": 20}, {"item": 19, "quantity": 10}]
L12093	[{"item": 25, "quantity": 60}, {"item": 17, "quantity": 52}]
L12094	[{"item": 25, "quantity": 72}, {"item": 17, "quantity": 113}, {"item": 24, "quantity": 6}]
L12097	[{"item": 17, "quantity": 54}, {"item": 18, "quantity": 5}]
L12101	[{"item": 29, "quantity": 28}, {"item": 17, "quantity": 20}, {"item": 30, "quantity": 3}]
L12103	[{"item": 3, "quantity": 160}, {"item": 17, "quantity": 53}]
L12104	[{"item": 19, "quantity": 15}, {"item": 17, "quantity": 40}]
L12106	[{"item": 25, "quantity": 109}]
L12108	[{"item": 32, "quantity": 20}]
L12110	[{"item": 17, "quantity": 60}, {"item": 32, "quantity": 40}]
L12111	[{"item": 25, "quantity": 85}, {"item": 17, "quantity": 78}, {"item": 24, "quantity": 4}]
L12113	[{"item": 17, "quantity": 66}, {"item": 32, "quantity": 46}]
L12115	[{"item": 25, "quantity": 146}]
L12116	[{"item": 26, "quantity": 44}]
L12118	[{"item": 25, "quantity": 105}, {"item": 2, "quantity": 80}, {"item": 32, "quantity": 48}]
L12120	[{"item": 25, "quantity": 90}]
L12121	[{"item": 19, "quantity": 15}, {"item": 17, "quantity": 70}]
L12122	[{"item": 19, "quantity": 10}]
L12125	[{"item": 32, "quantity": 63}]
L12126	[{"item": 3, "quantity": 50}, {"item": 17, "quantity": 80}]
L12130	[{"item": 25, "quantity": 107}, {"item": 27, "quantity": 126}]
L12132	[{"item": 26, "quantity": 64}, {"item": 24, "quantity": 1}]
L12133	[{"item": 25, "quantity": 69}, {"item": 19, "quantity": 20}]
L12137	[{"item": 25, "quantity": 72}, {"item": 32, "quantity": 120}]
L12138	[{"item": 1, "quantity": 20}, {"item": 22, "quantity": 2}]
L12139	[{"item": 17, "quantity": 40}, {"item": 31, "quantity": 49}, {"item": 25, "quantity": 131}]
L12141	[{"item": 29, "quantity": 100}, {"item": 25, "quantity": 95}]
L12142	[{"item": 21, "quantity": 25}, {"item": 25, "quantity": 120}]
L12146	[{"item": 25, "quantity": 80}]
L12148	[{"item": 25, "quantity": 81}]
L12150	[{"item": 28, "quantity": 18}, {"item": 25, "quantity": 81}]
L12151	[{"item": 29, "quantity": 60}, {"item": 25, "quantity": 60}]
L12152	[{"item": 25, "quantity": 74}]
L12153	[{"item": 32, "quantity": 44}]
L12157	[{"item": 25, "quantity": 92}]
L12161	[{"item": 17, "quantity": 42}]
L12162	[{"item": 25, "quantity": 92}]
L12163	[{"item": 17, "quantity": 160}]
L12164	[{"item": 5, "quantity": 20}, {"item": 17, "quantity": 64}]
L12166	[{"item": 17, "quantity": 124}, {"item": 25, "quantity": 36}, {"item": 29, "quantity": 60}]
L12167	[{"item": 17, "quantity": 66}]
L12171	[{"item": 25, "quantity": 135}, {"item": 26, "quantity": 30}, {"item": 37, "quantity": 1}]
L12174	[{"item": 25, "quantity": 100}, {"item": 29, "quantity": 121}]
L12175	[{"item": 17, "quantity": 90}, {"item": 32, "quantity": 63}]
L12178	[{"item": 17, "quantity": 59}, {"item": 26, "quantity": 25}]
L12181	[{"item": 37, "quantity": 1}, {"item": 19, "quantity": 15}, {"item": 17, "quantity": 110}]
L12183	[{"item": 25, "quantity": 100}, {"item": 17, "quantity": 82}]
L12185	[{"item": 19, "quantity": 35}, {"item": 24, "quantity": 3}]
L12187	[{"item": 2, "quantity": 50}, {"item": 3, "quantity": 100}]
L12189	[{"item": 6, "quantity": 30}, {"item": 5, "quantity": 160}, {"item": 17, "quantity": 80}]
L12190	[{"item": 18, "quantity": 7}, {"item": 17, "quantity": 84}]
L12191	[{"item": 1, "quantity": 90}, {"item": 6, "quantity": 90}]
L12194	[{"item": 19, "quantity": 31}]
L12195	[{"item": 25, "quantity": 111}]
L12200	[{"item": 19, "quantity": 33}, {"item": 22, "quantity": 2}]
L12202	[{"item": 17, "quantity": 111}, {"item": 25, "quantity": 60}]
L12205	[{"item": 26, "quantity": 50}, {"item": 17, "quantity": 32}]
L12206	[{"item": 25, "quantity": 176}]
L12209	[{"item": 24, "quantity": 3}, {"item": 19, "quantity": 6}]
L12211	[{"item": 25, "quantity": 168}]
L12212	[{"item": 29, "quantity": 140}, {"item": 25, "quantity": 40}]
L12214	[{"item": 25, "quantity": 97}, {"item": 19, "quantity": 16}]
L12216	[{"item": 20, "quantity": 17}, {"item": 19, "quantity": 25}, {"item": 6, "quantity": 33}]
L12219	[{"item": 25, "quantity": 45}, {"item": 2, "quantity": 30}]
L12221	[{"item": 4, "quantity": 35}]
L12223	[{"item": 25, "quantity": 89}]
L12225	[{"item": 25, "quantity": 186}]
L12226	[{"item": 25, "quantity": 87}]
L12227	[{"item": 6, "quantity": 30}, {"item": 3, "quantity": 30}]
L12230	[{"item": 19, "quantity": 25}]
L12232	[{"item": 2, "quantity": 125}, {"item": 17, "quantity": 36}]
L12234	[{"item": 6, "quantity": 200}, {"item": 35, "quantity": 68}, {"item": 17, "quantity": 80}]
L12236	[{"item": 17, "quantity": 65}, {"item": 29, "quantity": 72}]
L12237	[{"item": 32, "quantity": 52}, {"item": 17, "quantity": 29}]
L12238	[{"item": 25, "quantity": 84}, {"item": 19, "quantity": 15}]
L12240	[{"item": 32, "quantity": 36}]
L12242	[{"item": 3, "quantity": 50}]
L12244	[{"item": 2, "quantity": 90}, {"item": 3, "quantity": 30}, {"item": 17, "quantity": 105}]
L12245	[{"item": 29, "quantity": 100}]
